coords
"[(0.6836363636363636, 1.0), (0.4727272727272727, 0.9509803921568627), (0.3236363636363636, 0.8357843137254902), (0.4218181818181818, 0.7230392156862745), (0.5927272727272728, 0.6764705882352942), (0.3563636363636364, 0.5882352941176471), (0.2545454545454545, 0.4362745098039216), (0.20727272727272728, 0.33088235294117646), (0.18181818181818182, 0.23284313725490197), (0.5309090909090909, 0.5490196078431373), (0.5163636363636364, 0.35784313725490197), (0.5163636363636364, 0.23284313725490197), (0.5272727272727272, 0.12254901960784313), (0.6945454545454546, 0.5686274509803921), (0.730909090909091, 0.39705882352941174), (0.7636363636363637, 0.28431372549019607), (0.7854545454545454, 0.18382352941176472), (0.8436363636363636, 0.6274509803921569), (0.92, 0.4950980392156863), (0.9672727272727273, 0.40931372549019607), (1.0, 0.32598039215686275)]"
"[(0.68, 1.0), (0.4727272727272727, 0.9535452322738386), (0.3236363636363636, 0.8386308068459658), (0.41818181818181815, 0.7237163814180929), (0.5963636363636363, 0.6797066014669927), (0.3563636363636364, 0.589242053789731), (0.2545454545454545, 0.4352078239608802), (0.20727272727272728, 0.33251833740831294), (0.18181818181818182, 0.23471882640586797), (0.5345454545454545, 0.5501222493887531), (0.5163636363636364, 0.3594132029339853), (0.52, 0.23471882640586797), (0.5272727272727272, 0.12224938875305623), (0.6945454545454546, 0.5696821515892421), (0.7381818181818182, 0.3960880195599022), (0.7709090909090909, 0.28361858190709044), (0.7927272727272727, 0.18337408312958436), (0.8472727272727273, 0.6308068459657702), (0.92, 0.4963325183374083), (0.9672727272727273, 0.4083129584352078), (1.0, 0.3251833740831296)]"
"[(0.677536231884058, 1.0), (0.47101449275362317, 0.9512195121951219), (0.322463768115942, 0.8365853658536585), (0.4166666666666667, 0.7219512195121951), (0.5905797101449275, 0.6780487804878049), (0.35507246376811596, 0.5902439024390244), (0.2536231884057971, 0.43658536585365854), (0.20652173913043478, 0.33170731707317075), (0.18115942028985507, 0.23414634146341465), (0.532608695652174, 0.551219512195122), (0.5144927536231884, 0.35853658536585364), (0.5181159420289855, 0.23414634146341465), (0.5253623188405797, 0.12195121951219512), (0.6956521739130435, 0.5707317073170731), (0.7355072463768116, 0.3975609756097561), (0.7681159420289855, 0.28536585365853656), (0.7898550724637681, 0.18536585365853658), (0.8442028985507246, 0.6292682926829268), (0.9202898550724637, 0.4951219512195122), (0.967391304347826, 0.4097560975609756), (1.0, 0.32439024390243903)]"
"[(0.6727272727272727, 1.0), (0.46545454545454545, 0.9535452322738386), (0.31272727272727274, 0.8337408312958435), (0.41454545454545455, 0.7237163814180929), (0.5890909090909091, 0.6797066014669927), (0.3527272727272727, 0.589242053789731), (0.2509090909090909, 0.4352078239608802), (0.20363636363636364, 0.33007334963325186), (0.18181818181818182, 0.23227383863080683), (0.5272727272727272, 0.5525672371638142), (0.5127272727272727, 0.3594132029339853), (0.52, 0.23471882640586797), (0.5272727272727272, 0.12224938875305623), (0.6909090909090909, 0.5721271393643031), (0.7345454545454545, 0.39853300733496333), (0.7672727272727272, 0.2860635696821516), (0.7927272727272727, 0.18337408312958436), (0.84, 0.6308068459657702), (0.92, 0.4963325183374083), (0.9672727272727273, 0.4083129584352078), (1.0, 0.3251833740831296)]"
"[(0.6594982078853047, 1.0), (0.45161290322580644, 0.9511002444987775), (0.3010752688172043, 0.8312958435207825), (0.3978494623655914, 0.7237163814180929), (0.5698924731182796, 0.6821515892420538), (0.34767025089605735, 0.58679706601467), (0.24731182795698925, 0.4352078239608802), (0.20430107526881722, 0.33007334963325186), (0.17921146953405018, 0.23227383863080683), (0.5197132616487455, 0.5501222493887531), (0.5089605734767025, 0.3569682151589242), (0.5197132616487455, 0.23227383863080683), (0.5340501792114696, 0.12224938875305623), (0.6810035842293907, 0.5721271393643031), (0.7240143369175627, 0.39853300733496333), (0.7598566308243727, 0.2885085574572127), (0.7885304659498208, 0.1882640586797066), (0.8315412186379928, 0.6332518337408313), (0.910394265232975, 0.49877750611246946), (0.9605734767025089, 0.4132029339853301), (1.0, 0.33251833740831294)]"
"[(0.6570397111913358, 1.0), (0.44765342960288806, 0.948780487804878), (0.2888086642599278, 0.8292682926829268), (0.38267148014440433, 0.7195121951219512), (0.555956678700361, 0.6804878048780488), (0.34657039711191334, 0.5829268292682926), (0.2490974729241877, 0.4292682926829268), (0.20577617328519857, 0.32439024390243903), (0.18050541516245489, 0.22682926829268293), (0.51985559566787, 0.5487804878048781), (0.5126353790613718, 0.35609756097560974), (0.5270758122743683, 0.23414634146341465), (0.5451263537906137, 0.12195121951219512), (0.6823104693140795, 0.573170731707317), (0.7292418772563177, 0.4024390243902439), (0.7617328519855595, 0.29024390243902437), (0.7906137184115524, 0.1902439024390244), (0.8303249097472925, 0.6365853658536585), (0.9097472924187726, 0.5048780487804878), (0.9602888086642599, 0.4195121951219512), (1.0, 0.33902439024390246)]"
"[(0.6498194945848376, 1.0), (0.4404332129963899, 0.9462102689486552), (0.2888086642599278, 0.823960880195599), (0.38267148014440433, 0.7139364303178484), (0.5523465703971119, 0.6797066014669927), (0.34296028880866425, 0.5770171149144254), (0.2490974729241877, 0.4229828850855746), (0.20577617328519857, 0.31784841075794623), (0.18050541516245489, 0.22249388753056235), (0.51985559566787, 0.5452322738386308), (0.516245487364621, 0.3545232273838631), (0.5306859205776173, 0.23227383863080683), (0.5487364620938628, 0.12224938875305623), (0.6787003610108303, 0.5721271393643031), (0.7292418772563177, 0.40097799511002447), (0.7653429602888087, 0.2885085574572127), (0.7942238267148014, 0.19070904645476772), (0.8267148014440433, 0.6356968215158925), (0.9061371841155235, 0.5036674816625917), (0.9602888086642599, 0.42053789731051344), (1.0, 0.3374083129584352)]"
"[(0.6509090909090909, 1.0), (0.43636363636363634, 0.9485294117647058), (0.28363636363636363, 0.8259803921568627), (0.38181818181818183, 0.7156862745098039), (0.5527272727272727, 0.678921568627451), (0.3418181818181818, 0.5808823529411765), (0.24727272727272728, 0.42892156862745096), (0.20363636363636364, 0.3235294117647059), (0.18181818181818182, 0.22549019607843138), (0.52, 0.5465686274509803), (0.5127272727272727, 0.3553921568627451), (0.5236363636363637, 0.23039215686274508), (0.5454545454545454, 0.12254901960784313), (0.6763636363636364, 0.571078431372549), (0.7272727272727273, 0.39950980392156865), (0.7636363636363637, 0.28921568627450983), (0.7927272727272727, 0.18872549019607843), (0.8254545454545454, 0.6323529411764706), (0.9054545454545454, 0.5024509803921569), (0.96, 0.41911764705882354), (1.0, 0.3382352941176471)]"
"[(0.6483516483516484, 1.0), (0.4358974358974359, 0.941320293398533), (0.28205128205128205, 0.8190709046454768), (0.38461538461538464, 0.7139364303178484), (0.5567765567765568, 0.6723716381418093), (0.34065934065934067, 0.5819070904645477), (0.2490842490842491, 0.4278728606356968), (0.20512820512820512, 0.32273838630806845), (0.18315018315018314, 0.22493887530562348), (0.5128205128205128, 0.5501222493887531), (0.5091575091575091, 0.3594132029339853), (0.5238095238095238, 0.23471882640586797), (0.5457875457875457, 0.12224938875305623), (0.673992673992674, 0.5721271393643031), (0.7216117216117216, 0.40097799511002447), (0.7655677655677655, 0.29095354523227385), (0.7948717948717948, 0.19315403422982885), (0.8205128205128205, 0.6356968215158925), (0.9047619047619048, 0.5036674816625917), (0.9597069597069597, 0.42053789731051344), (1.0, 0.33985330073349634)]"
"[(0.6568265682656826, 1.0), (0.44649446494464945, 0.941031941031941), (0.2988929889298893, 0.8206388206388207), (0.3948339483394834, 0.7125307125307125), (0.5682656826568265, 0.6756756756756757), (0.34686346863468637, 0.5798525798525799), (0.25461254612546125, 0.4275184275184275), (0.2066420664206642, 0.32432432432432434), (0.18450184501845018, 0.2285012285012285), (0.5239852398523985, 0.547911547911548), (0.5129151291512916, 0.35872235872235875), (0.5239852398523985, 0.23587223587223588), (0.5424354243542435, 0.12285012285012285), (0.6826568265682657, 0.5700245700245701), (0.7306273062730627, 0.4004914004914005), (0.7675276752767528, 0.28992628992628994), (0.7970479704797048, 0.19164619164619165), (0.8339483394833949, 0.6314496314496314), (0.9114391143911439, 0.4987714987714988), (0.9630996309963099, 0.4152334152334152), (1.0, 0.33415233415233414)]"
"[(0.6579925650557621, 1.0), (0.44609665427509293, 0.9507389162561576), (0.2899628252788104, 0.8275862068965517), (0.3903345724907063, 0.7192118226600985), (0.5687732342007435, 0.6847290640394089), (0.3420074349442379, 0.583743842364532), (0.24907063197026022, 0.43103448275862066), (0.20817843866171004, 0.3251231527093596), (0.18587360594795538, 0.229064039408867), (0.5204460966542751, 0.5492610837438424), (0.5130111524163569, 0.35960591133004927), (0.5241635687732342, 0.23645320197044334), (0.5427509293680297, 0.12315270935960591), (0.6840148698884758, 0.5738916256157636), (0.7360594795539034, 0.4014778325123153), (0.7732342007434945, 0.29310344827586204), (0.7992565055762082, 0.1921182266009852), (0.8327137546468402, 0.6354679802955665), (0.9107806691449815, 0.5049261083743842), (0.9628252788104089, 0.4211822660098522), (1.0, 0.3374384236453202)]"
"[(0.6654275092936803, 1.0), (0.45353159851301117, 0.9506172839506173), (0.30111524163568776, 0.8296296296296296), (0.40148698884758366, 0.7209876543209877), (0.5799256505576208, 0.6814814814814815), (0.34944237918215615, 0.582716049382716), (0.2527881040892193, 0.42962962962962964), (0.20817843866171004, 0.3234567901234568), (0.18587360594795538, 0.22962962962962963), (0.5241635687732342, 0.5456790123456791), (0.5130111524163569, 0.35555555555555557), (0.5241635687732342, 0.2345679012345679), (0.5390334572490706, 0.12345679012345678), (0.6877323420074349, 0.5703703703703704), (0.7323420074349443, 0.4), (0.7695167286245354, 0.28888888888888886), (0.7992565055762082, 0.19012345679012346), (0.8327137546468402, 0.6320987654320988), (0.9107806691449815, 0.49876543209876545), (0.9628252788104089, 0.4148148148148148), (1.0, 0.3308641975308642)]"
